player_id,current_team_id,포지션,주발,키(cm),몸무게(kg),경기 출전,출전 시간(분),볼 소유권 상실,실점,파울,득점,선방,페널티 상황,페널티 선방
76216,0,,,,,16,1182,19,12,15,7,0,0,0
53085,0,,,,,0,0,0,0,0,0,0,0,0
108096,0,,,,,26,1624,9,23,32,3,0,0,0
15713,0,,,,,25,1044,36,26,28,4,0,0,0
51510,0,,,,,0,0,0,0,0,0,0,0,0
108612,0,,,,,2,23,1,0,2,0,0,0,0
109713,0,,,,,2,47,0,1,0,0,0,0,0
10465,0,,,,,0,0,0,0,0,0,0,0,0
136398,0,,,,,0,0,0,0,0,0,0,0,0
47133,0,,,,,13,1099,0,18,1,0,33,2,0
115450,0,,,,,0,0,0,0,0,0,0,0,0
114590,0,,,,,14,124,6,3,4,1,0,0,0
133890,0,,,,,32,2006,32,23,16,7,0,0,0
92734,0,,,,,0,0,0,0,0,0,0,0,0
117557,0,,,,,0,0,0,0,0,0,0,0,0
112654,0,,,,,0,0,0,0,0,0,0,0,0
112701,0,,,,,0,0,0,0,0,0,0,0,0
134334,0,,,,,0,0,0,0,0,0,0,0,0
49293,0,,,,,37,3195,37,41,15,15,0,0,0
22553,0,,,,,0,0,0,0,0,0,0,0,0
21885,0,,,,,0,0,0,0,0,0,0,0,0
117625,0,,,,,0,0,0,0,0,0,0,0,0
146353,0,,,,,0,0,0,0,0,0,0,0,0
4936,0,,,,,35,2799,17,30,45,4,0,0,0
114058,0,,,,,0,0,0,0,0,0,0,0,0
49494,0,,,,,0,0,0,0,0,0,0,0,0
147032,0,,,,,3,70,0,2,1,0,0,0,0
21998,0,,,,,35,2268,30,25,21,4,0,0,0
108972,0,,,,,0,0,0,0,0,0,0,0,0
121704,0,,,,,0,0,0,0,0,0,0,0,0
50252,0,,,,,0,0,0,0,0,0,0,0,0
122772,0,,,,,0,0,0,0,0,0,0,0,0
134403,0,,,,,0,0,0,0,0,0,0,0,0
12901,0,,,,,0,0,0,0,0,0,0,0,0
115446,0,,,,,0,0,0,0,0,0,0,0,0
4525,0,,,,,0,0,0,0,0,0,0,0,0
92610,0,,,,,0,0,0,0,0,0,0,0,0
122270,0,,,,,0,0,0,0,0,0,0,0,0
64519,0,,,,,21,800,13,22,20,2,0,0,0
4640,0,,,,,38,3420,0,44,0,0,122,2,2/2
22043,0,,,,,22,1913,4,35,8,2,0,0,0
64265,0,,,,,0,0,0,0,0,0,0,0,0
147183,0,,,,,0,0,0,0,0,0,0,0,0
49476,0,,,,,0,0,0,0,0,0,0,0,0
108956,0,,,,,1,1,0,0,0,0,0,0,0
112705,0,,,,,0,0,0,0,0,0,0,0,0
10079,0,,,,,28,2520,1,35,2,0,88,2,1/2
32229,0,,,,,33,2608,18,47,25,2,0,0,0
135769,0,,,,,0,0,0,0,0,0,0,0,0
66560,0,,,,,0,0,0,0,0,0,0,0,0
5860,0,,,,,0,0,0,0,0,0,0,0,0
130670,0,,,,,0,0,0,0,0,0,0,0,0
63838,0,,,,,0,0,0,0,0,0,0,0,0
20430,0,,,,,0,0,0,0,0,0,0,0,0
51557,0,,,,,13,488,2,12,9,0,0,0,0
66518,0,,,,,0,0,0,0,0,0,0,0,0
125829,0,,,,,0,0,0,0,0,0,0,0,0
13703,0,,,,,30,2700,0,66,1,0,125,7,2/7
2216,0,,,,,0,0,0,0,0,0,0,0,0
